rank,district,state,risk_score,dominant_hazard,dominant_hazard_score,explanation,recommendation,population_at_risk,children_under5_at_risk,adaptive_capacity,wash_sanitation_pct,wash_disruption_days
606,Vikarabad,Telangana,3.44,wet-bulb heat,3.29,High wet-bulb heat hazard (3.3) compounded by poor sanitation (67%) and high population (1.5M).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,1454538,110091,0.826,66.7,40.2
607,Malkangiri,Odisha,3.41,wet-bulb heat,2.68,High wet-bulb heat hazard (2.7) compounded by poor sanitation (41%) and high population (1.1M).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,1140445,111949,0.691,41.4,53.2
608,Kathua,Jammu & Kashmir,3.41,wet-bulb heat,1.85,High wet-bulb heat hazard (1.9).,Stock cooling equipment at PHCs; community wet-bulb awareness campaigns.,895682,71870,0.893,75.4,29.2
609,Samba,Jammu & Kashmir,3.39,cold wave,0.81,High cold wave hazard (0.8).,Distribute blankets and warm clothing; open night shelters; ensure hot water supply.,998240,74867,0.903,78.8,0.0
610,Lawngtlai,Mizoram,3.39,flood,3.04,High flood hazard (3.0) compounded by poor water access (82%).,Protect water infrastructure from flood damage; deploy emergency tanker supply protocol.,123483,11114,0.809,90.3,36.5
611,Narayanpet,Telangana,3.39,wet-bulb heat,3.19,High wet-bulb heat hazard (3.2) compounded by poor water access (0%) and poor sanitation (0%).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,944756,72987,0.0,0.0,48.2
612,Zunheboto,Nagaland,3.38,landslide,1.11,High landslide hazard (1.1) compounded by poor water access (91%).,Slope stabilisation; community early warning; pre-positioned rescue equipment.,196593,17692,0.81,88.9,1.2
613,Koraput,Odisha,3.38,wet-bulb heat,2.26,High wet-bulb heat hazard (2.3) compounded by poor sanitation (39%) and poor water access (90%).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,2411336,241135,0.664,39.4,21.5
614,Papum Pare,Arunachal Pradesh,3.38,flood,1.57,High flood hazard (1.6).,Strengthen drainage + emergency WASH response capacity; pre-position ORS and water purification supplies.,380365,36133,0.843,75.7,16.0
615,Rangareddy,Telangana,3.37,wet-bulb heat,3.22,High wet-bulb heat hazard (3.2) compounded by high population (4.2M).,Restrict outdoor labour during high wet-bulb days; deploy mobile health units with IV fluids.,4247967,318598,0.885,81.1,42.5
616,East Garo Hills,Meghalaya,3.37,flood,2.77,High flood hazard (2.8) compounded by poor water access (67%).,Protect water infrastructure from flood damage; deploy emergency tanker supply protocol.,133557,13668,0.787,83.9,25.0
617,Bijapur,Karnataka,3.36,wet-bulb heat,2.06,High wet-bulb heat hazard (2.1) compounded by poor sanitation (45%) and high population (3.9M).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,3922224,322719,0.759,44.8,36.8
618,Satara,Maharashtra,3.35,wet-bulb heat,2.71,High wet-bulb heat hazard (2.7) compounded by high population (4.2M).,Restrict outdoor labour during high wet-bulb days; deploy mobile health units with IV fluids.,4232499,355993,0.891,78.7,28.1
619,The Nilgiris,Tamil Nadu,3.35,landslide,1.24,High landslide hazard (1.2).,Pre-position rescue equipment; community early warning via voice messages; slope stabilisation.,987771,64206,0.933,83.6,3.1
620,Bangalore,Karnataka,3.35,landslide,1.5,High landslide hazard (1.5) compounded by high population (18.4M).,Slope stabilisation; community early warning; pre-positioned rescue equipment.,18404169,1472334,0.933,90.4,3.1
621,Ramban,Jammu & Kashmir,3.35,cold wave,3.2,High cold wave hazard (3.2) compounded by poor sanitation (49%) and poor water access (73%).,Night shelters; blanket distribution; hot meal programmes; protect water pipes from freezing.,330246,31373,0.711,48.9,0.0
622,Gulbarga,Karnataka,3.34,wet-bulb heat,2.68,High wet-bulb heat hazard (2.7) compounded by poor sanitation (36%) and high population (4.3M).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,4348425,347874,0.741,36.5,44.7
623,Dima Hasao,Assam,3.34,flood,2.68,High flood hazard (2.7) compounded by poor water access (50%).,Protect water infrastructure from flood damage; deploy emergency tanker supply protocol.,349304,29688,0.795,83.8,23.9
624,Chandel,Manipur,3.33,flood,1.89,High flood hazard (1.9) compounded by poor water access (69%).,Protect water infrastructure from flood damage; deploy emergency tanker supply protocol.,354627,30142,0.777,85.2,2.3
625,Changlang,Arunachal Pradesh,3.33,flood,2.69,High flood hazard (2.7) compounded by poor water access (82%).,Protect water infrastructure from flood damage; deploy emergency tanker supply protocol.,457542,43466,0.797,82.3,21.3
626,Tirap,Arunachal Pradesh,3.33,flood,2.22,High flood hazard (2.2).,Strengthen drainage + emergency WASH response capacity; pre-position ORS and water purification supplies.,116902,11106,0.826,86.7,13.7
627,Sangli,Maharashtra,3.32,wet-bulb heat,2.52,High wet-bulb heat hazard (2.5) compounded by high population (5.3M).,Restrict outdoor labour during high wet-bulb days; deploy mobile health units with IV fluids.,5269789,421585,0.916,84.7,31.2
628,Mandi,Himachal Pradesh,3.32,cold wave,2.07,High cold wave hazard (2.1) compounded by high population (1.6M).,Targeted protection for elderly and children; heated community spaces.,1570498,109934,0.919,87.0,2.1
629,Dharmapuri,Tamil Nadu,3.32,wet-bulb heat,3.23,High wet-bulb heat hazard (3.2) compounded by high population (2.1M).,Restrict outdoor labour during high wet-bulb days; deploy mobile health units with IV fluids.,2118899,164981,0.879,72.4,55.4
630,Leparada,Assam,3.32,cold wave,1.67,High cold wave hazard (1.7) compounded by poor water access (0%) and poor sanitation (0%).,Night shelters; blanket distribution; hot meal programmes; protect water pipes from freezing.,19414,1845,0.0,0.0,11.7
631,East District,Sikkim,3.3,cold wave,1.01,High cold wave hazard (1.0).,Distribute blankets and warm clothing; open night shelters; ensure hot water supply.,359868,26276,0.902,85.0,1.9
632,Champawat,Uttarakhand,3.29,cold wave,1.37,High cold wave hazard (1.4).,Distribute blankets and warm clothing; open night shelters; ensure hot water supply.,300091,25509,0.876,82.7,1.1
633,Solan,Himachal Pradesh,3.29,cold wave,1.35,High cold wave hazard (1.4) compounded by high population (1.0M).,Targeted protection for elderly and children; heated community spaces.,1013222,71913,0.908,81.8,13.8
634,Tuensang,Nagaland,3.28,cold wave,1.05,High cold wave hazard (1.1) compounded by poor water access (90%).,Night shelters; blanket distribution; hot meal programmes; protect water pipes from freezing.,329949,29694,0.799,92.0,1.7
635,Kolhapur,Maharashtra,3.26,wet-bulb heat,2.95,High wet-bulb heat hazard (3.0) compounded by high population (5.3M).,Restrict outdoor labour during high wet-bulb days; deploy mobile health units with IV fluids.,5267618,421409,0.913,82.0,37.8
636,Prakasam,Andhra Pradesh,3.26,wet-bulb heat,1.82,High wet-bulb heat hazard (1.8) compounded by high population (4.9M).,Restrict outdoor labour during high wet-bulb days; deploy mobile health units with IV fluids.,4914145,368562,0.862,78.4,95.1
637,Bishnupur,Manipur,3.24,flood,2.67,High flood hazard (2.7) compounded by poor sanitation (53%) and poor water access (78%).,Upgrade to flood-resilient sealed sanitation (DEWATS/sealed septic); protect water sources from contamination.,199810,16984,0.776,52.6,3.0
638,Kadapa(YSR),Andhra Pradesh,3.23,wet-bulb heat,2.51,High wet-bulb heat hazard (2.5) compounded by poor water access (0%) and poor sanitation (0%).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,4419252,331443,0.0,0.0,76.9
639,Ribhoi,Meghalaya,3.22,flood,2.0,High flood hazard (2.0) compounded by poor water access (86%).,Protect water infrastructure from flood damage; deploy emergency tanker supply protocol.,323217,32690,0.802,85.3,4.9
640,Tamenglong,Manipur,3.22,flood,1.56,High flood hazard (1.6) compounded by poor water access (52%) and low adaptive capacity.,Protect water infrastructure from flood damage; deploy emergency tanker supply protocol.,231272,19658,0.716,77.9,6.9
641,Erode,Tamil Nadu,3.22,wet-bulb heat,2.04,High wet-bulb heat hazard (2.0) compounded by high population (3.4M).,Restrict outdoor labour during high wet-bulb days; deploy mobile health units with IV fluids.,3381933,236206,0.883,67.6,67.7
642,Imphal West,Manipur,3.2,flood,2.98,High flood hazard (3.0) compounded by poor sanitation (59%) and poor water access (89%).,Upgrade to flood-resilient sealed sanitation (DEWATS/sealed septic); protect water sources from contamination.,956997,81345,0.83,58.7,2.0
643,Vellore,Tamil Nadu,3.19,wet-bulb heat,3.11,High wet-bulb heat hazard (3.1) compounded by high population (2.2M).,Restrict outdoor labour during high wet-bulb days; deploy mobile health units with IV fluids.,2206784,154475,0.899,76.2,104.0
644,Belgaum,Karnataka,3.18,wet-bulb heat,2.86,High wet-bulb heat hazard (2.9) compounded by high population (7.6M).,Restrict outdoor labour during high wet-bulb days; deploy mobile health units with IV fluids.,7551377,604113,0.845,67.7,31.5
645,Reasi,Jammu & Kashmir,3.16,cold wave,1.92,High cold wave hazard (1.9) compounded by poor water access (76%) and poor sanitation (63%).,Night shelters; blanket distribution; hot meal programmes; protect water pipes from freezing.,400819,38078,0.747,62.7,0.0
646,Tirupathur,Karnataka,3.14,wet-bulb heat,2.89,High wet-bulb heat hazard (2.9) compounded by poor water access (65%) and poor sanitation (50%).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,1774000,130312,0.597,49.7,67.8
647,Salem,Tamil Nadu,3.14,wet-bulb heat,2.71,High wet-bulb heat hazard (2.7) compounded by poor sanitation (64%) and high population (6.1M).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,6066888,424681,0.871,64.5,80.9
648,Haveri,Karnataka,3.12,wet-bulb heat,3.09,High wet-bulb heat hazard (3.1) compounded by high population (2.2M).,Restrict outdoor labour during high wet-bulb days; deploy mobile health units with IV fluids.,2215027,177202,0.853,68.9,36.9
649,Kohima,Nagaland,3.12,cold wave,1.06,High cold wave hazard (1.1) compounded by poor water access (90%).,Night shelters; blanket distribution; hot meal programmes; protect water pipes from freezing.,594910,53542,0.864,87.4,1.6
650,East Jaintia Hills,Meghalaya,3.12,flood,1.03,High flood hazard (1.0) compounded by poor water access (75%) and low adaptive capacity.,Protect water infrastructure from flood damage; deploy emergency tanker supply protocol.,175803,19275,0.731,83.6,8.0
651,Bagalkot,Karnataka,3.11,wet-bulb heat,2.3,High wet-bulb heat hazard (2.3) compounded by poor sanitation (51%) and high population (2.3M).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,2312989,185039,0.803,51.3,31.1
652,Mahabubnagar,Telangana,3.1,wet-bulb heat,2.96,High wet-bulb heat hazard (3.0) compounded by high population (1.4M).,Restrict outdoor labour during high wet-bulb days; deploy mobile health units with IV fluids.,1428794,107159,0.849,73.7,45.6
653,Udhampur,Jammu & Kashmir,3.1,cold wave,2.02,High cold wave hazard (2.0) compounded by poor water access (76%) and high population (1.2M).,Night shelters; blanket distribution; hot meal programmes; protect water pipes from freezing.,1162804,108846,0.806,69.8,0.0
654,Jogulamba,Telangana,3.09,wet-bulb heat,1.93,High wet-bulb heat hazard (1.9) compounded by poor water access (63%) and poor sanitation (48%).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,1068539,80519,0.528,47.7,45.4
655,Wokha,Nagaland,3.07,flood,1.86,High flood hazard (1.9) compounded by poor water access (83%).,Protect water infrastructure from flood damage; deploy emergency tanker supply protocol.,278101,25029,0.814,88.5,8.9
656,Peren,Nagaland,3.06,flood,2.69,High flood hazard (2.7).,Strengthen drainage + emergency WASH response capacity; pre-position ORS and water purification supplies.,186598,16083,0.811,89.4,8.4
657,Rajouri,Jammu & Kashmir,3.06,cold wave,1.91,High cold wave hazard (1.9) compounded by poor water access (78%) and poor sanitation (63%).,Night shelters; blanket distribution; hot meal programmes; protect water pipes from freezing.,733697,69701,0.797,63.3,0.0
658,Yadgir,Karnataka,3.05,wet-bulb heat,2.86,High wet-bulb heat hazard (2.9) compounded by poor sanitation (37%) and high population (1.8M).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,1811573,144924,0.725,37.4,50.8
659,Raichur,Karnataka,3.04,wet-bulb heat,2.64,High wet-bulb heat hazard (2.6) compounded by poor sanitation (53%) and high population (3.1M).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,3073771,244345,0.765,53.0,51.8
660,Wanaparthy,Telangana,3.04,wet-bulb heat,2.97,High wet-bulb heat hazard (3.0).,Stock cooling equipment at PHCs; community wet-bulb awareness campaigns.,655595,49170,0.844,75.9,60.3
661,Chittoor,Andhra Pradesh,3.02,wet-bulb heat,2.69,High wet-bulb heat hazard (2.7) compounded by high population (6.6M).,Restrict outdoor labour during high wet-bulb days; deploy mobile health units with IV fluids.,6575957,463909,0.874,74.6,64.7
662,Krishnagiri,Tamil Nadu,3.02,wet-bulb heat,2.72,High wet-bulb heat hazard (2.7) compounded by high population (3.2M).,Restrict outdoor labour during high wet-bulb days; deploy mobile health units with IV fluids.,3154264,247265,0.888,75.9,33.4
663,Kiphire,Nagaland,3.02,landslide,1.3,High landslide hazard (1.3) compounded by poor water access (91%).,Slope stabilisation; community early warning; pre-positioned rescue equipment.,43719,3935,0.773,83.1,0.9
664,Namakkal,Tamil Nadu,3.01,wet-bulb heat,2.64,High wet-bulb heat hazard (2.6) compounded by high population (2.5M).,Restrict outdoor labour during high wet-bulb days; deploy mobile health units with IV fluids.,2475764,173303,0.91,75.2,85.4
665,Phek,Nagaland,2.98,cold wave,0.83,High cold wave hazard (0.8).,Distribute blankets and warm clothing; open night shelters; ensure hot water supply.,252501,22725,0.821,90.1,1.2
666,Almora,Uttarakhand,2.98,cold wave,1.43,High cold wave hazard (1.4).,Distribute blankets and warm clothing; open night shelters; ensure hot water supply.,862377,73302,0.892,89.2,1.3
667,Thoothukkudi,Tamil Nadu,2.96,wet-bulb heat,1.32,High wet-bulb heat hazard (1.3) compounded by high population (1.9M).,Restrict outdoor labour during high wet-bulb days; deploy mobile health units with IV fluids.,1862683,129194,0.919,79.4,68.3
668,West Jaintia Hills,Meghalaya,2.96,cold wave,0.83,High cold wave hazard (0.8) compounded by poor water access (71%) and low adaptive capacity.,Night shelters; blanket distribution; hot meal programmes; protect water pipes from freezing.,450816,49282,0.69,75.1,3.7
669,Tiruppur,Tamil Nadu,2.94,wet-bulb heat,1.75,High wet-bulb heat hazard (1.8) compounded by high population (3.9M).,Restrict outdoor labour during high wet-bulb days; deploy mobile health units with IV fluids.,3924109,274686,0.912,75.9,37.2
670,Imphal East,Manipur,2.94,flood,2.54,High flood hazard (2.5) compounded by poor sanitation (60%) and poor water access (90%).,Upgrade to flood-resilient sealed sanitation (DEWATS/sealed septic); protect water sources from contamination.,483181,41070,0.823,59.5,2.1
671,Coimbatore,Tamil Nadu,2.93,wet-bulb heat,1.54,High wet-bulb heat hazard (1.5) compounded by high population (6.2M).,Restrict outdoor labour during high wet-bulb days; deploy mobile health units with IV fluids.,6235199,432162,0.923,78.5,22.5
672,Aizawl,Mizoram,2.92,wet-bulb heat,2.55,High wet-bulb heat hazard (2.5).,Stock cooling equipment at PHCs; community wet-bulb awareness campaigns.,472910,42563,0.966,96.1,14.0
673,Karur,Tamil Nadu,2.9,wet-bulb heat,1.91,High wet-bulb heat hazard (1.9) compounded by poor sanitation (64%) and high population (1.8M).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,1825523,127786,0.866,63.6,74.0
674,Nagarkurnool,Telangana,2.9,wet-bulb heat,2.78,High wet-bulb heat hazard (2.8) compounded by high population (1.5M).,Restrict outdoor labour during high wet-bulb days; deploy mobile health units with IV fluids.,1503348,112751,0.844,73.2,47.0
675,Longding,Arunachal Pradesh,2.9,wet-bulb heat,1.89,High wet-bulb heat hazard (1.9) compounded by poor water access (62%) and low adaptive capacity.,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,75743,7196,0.741,83.5,11.0
676,Kurnool,Andhra Pradesh,2.89,wet-bulb heat,2.36,High wet-bulb heat hazard (2.4) compounded by high population (6.7M).,Restrict outdoor labour during high wet-bulb days; deploy mobile health units with IV fluids.,6714326,503571,0.827,73.5,59.2
677,Churachandpur,Manipur,2.89,landslide,0.68,High landslide hazard (0.7) compounded by poor water access (62%).,Slope stabilisation; community early warning; pre-positioned rescue equipment.,482462,41008,0.781,81.2,1.4
678,Dindigul,Tamil Nadu,2.88,wet-bulb heat,2.43,High wet-bulb heat hazard (2.4) compounded by poor sanitation (61%) and high population (3.5M).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,3484083,243887,0.856,61.0,64.7
679,Bellary,Karnataka,2.87,wet-bulb heat,2.38,High wet-bulb heat hazard (2.4) compounded by poor sanitation (64%) and high population (4.1M).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,4120420,328398,0.819,64.1,36.5
680,Saiha,Mizoram,2.86,flood,2.45,High flood hazard (2.5).,Strengthen drainage + emergency WASH response capacity; pre-position ORS and water purification supplies.,160241,14421,0.907,91.5,15.5
681,Mokokchung,Nagaland,2.83,flood,2.25,High flood hazard (2.2).,Strengthen drainage + emergency WASH response capacity; pre-position ORS and water purification supplies.,441372,39724,0.876,96.7,20.5
682,Perambalur,Tamil Nadu,2.83,wet-bulb heat,2.23,High wet-bulb heat hazard (2.2) compounded by poor sanitation (57%).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,936952,65587,0.857,57.4,95.6
683,Shimoga,Karnataka,2.82,wet-bulb heat,2.59,High wet-bulb heat hazard (2.6) compounded by high population (2.7M).,Restrict outdoor labour during high wet-bulb days; deploy mobile health units with IV fluids.,2654887,212392,0.902,85.4,32.8
684,Kolar,Karnataka,2.81,wet-bulb heat,2.46,High wet-bulb heat hazard (2.5) compounded by high population (2.3M).,Restrict outdoor labour during high wet-bulb days; deploy mobile health units with IV fluids.,2309944,179160,0.92,89.2,12.4
685,Kodagu,Karnataka,2.81,wet-bulb heat,1.99,High wet-bulb heat hazard (2.0) compounded by poor water access (89%).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,877627,57045,0.941,93.9,8.5
686,Thoubal,Manipur,2.8,flood,2.66,High flood hazard (2.7) compounded by poor water access (72%) and poor sanitation (61%).,Protect water infrastructure from flood damage; deploy emergency tanker supply protocol.,287109,24404,0.78,61.3,2.1
687,Koppal,Karnataka,2.8,wet-bulb heat,2.51,High wet-bulb heat hazard (2.5) compounded by poor sanitation (59%) and high population (2.7M).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,2660063,212806,0.794,58.8,32.4
688,Mysore,Karnataka,2.79,wet-bulb heat,2.31,High wet-bulb heat hazard (2.3) compounded by high population (4.9M).,Restrict outdoor labour during high wet-bulb days; deploy mobile health units with IV fluids.,4914569,319448,0.924,86.4,16.3
689,Tiruchirappalli,Tamil Nadu,2.78,wet-bulb heat,1.88,High wet-bulb heat hazard (1.9) compounded by poor sanitation (67%) and high population (4.3M).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,4337375,303617,0.879,67.1,98.1
690,Hassan,Karnataka,2.75,wet-bulb heat,2.0,High wet-bulb heat hazard (2.0) compounded by high population (2.6M).,Restrict outdoor labour during high wet-bulb days; deploy mobile health units with IV fluids.,2561953,199650,0.919,87.9,6.4
691,Madurai,Tamil Nadu,2.75,wet-bulb heat,2.26,High wet-bulb heat hazard (2.3) compounded by high population (5.2M).,Restrict outdoor labour during high wet-bulb days; deploy mobile health units with IV fluids.,5216575,365159,0.915,80.1,99.0
692,Ramanagara,Karnataka,2.74,wet-bulb heat,1.73,High wet-bulb heat hazard (1.7) compounded by high population (1.6M).,Restrict outdoor labour during high wet-bulb days; deploy mobile health units with IV fluids.,1590758,127260,0.924,89.6,13.4
693,Anantapur,Andhra Pradesh,2.73,wet-bulb heat,2.16,High wet-bulb heat hazard (2.2) compounded by high population (6.0M).,Restrict outdoor labour during high wet-bulb days; deploy mobile health units with IV fluids.,6018159,475837,0.843,71.3,39.8
694,Longleng,Nagaland,2.73,flood,2.73,High flood hazard (2.7) compounded by poor water access (76%).,Protect water infrastructure from flood damage; deploy emergency tanker supply protocol.,171,15,0.772,86.6,11.9
695,Theni,Tamil Nadu,2.72,wet-bulb heat,2.0,High wet-bulb heat hazard (2.0) compounded by high population (1.7M).,Restrict outdoor labour during high wet-bulb days; deploy mobile health units with IV fluids.,1706604,119462,0.906,74.4,23.9
696,Serchhip,Mizoram,2.72,wet-bulb heat,1.3,High wet-bulb heat hazard (1.3).,Stock cooling equipment at PHCs; community wet-bulb awareness campaigns.,130749,11767,0.969,98.2,5.9
697,Champhai,Mizoram,2.68,flood,1.3,High flood hazard (1.3).,Strengthen drainage + emergency WASH response capacity; pre-position ORS and water purification supplies.,83889,7550,0.97,98.3,2.5
698,Mandya,Karnataka,2.68,wet-bulb heat,2.18,High wet-bulb heat hazard (2.2) compounded by high population (2.6M).,Restrict outdoor labour during high wet-bulb days; deploy mobile health units with IV fluids.,2589202,195573,0.915,86.7,19.6
699,Chamarajanagar,Karnataka,2.67,wet-bulb heat,2.19,High wet-bulb heat hazard (2.2) compounded by high population (1.5M).,Restrict outdoor labour during high wet-bulb days; deploy mobile health units with IV fluids.,1485782,109469,0.883,75.2,15.0
700,Dharwad,Karnataka,2.66,wet-bulb heat,2.35,High wet-bulb heat hazard (2.4) compounded by poor water access (88%) and high population (2.7M).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,2685709,214858,0.876,79.3,26.2
701,Virudhunagar,Tamil Nadu,2.64,wet-bulb heat,1.57,High wet-bulb heat hazard (1.6) compounded by poor sanitation (60%) and high population (2.7M).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,2656287,184004,0.86,59.8,74.7
702,Tumkur,Karnataka,2.63,wet-bulb heat,2.17,High wet-bulb heat hazard (2.2) compounded by high population (4.1M).,Restrict outdoor labour during high wet-bulb days; deploy mobile health units with IV fluids.,4069663,325573,0.91,86.1,15.4
703,Gadag,Karnataka,2.62,wet-bulb heat,1.97,High wet-bulb heat hazard (2.0) compounded by poor sanitation (55%) and high population (1.7M).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,1662010,132960,0.808,55.2,24.0
704,Chikmagalur,Karnataka,2.62,wet-bulb heat,1.93,High wet-bulb heat hazard (1.9) compounded by high population (1.6M).,Restrict outdoor labour during high wet-bulb days; deploy mobile health units with IV fluids.,1596817,126030,0.925,92.3,14.2
705,Davanagere,Karnataka,2.61,wet-bulb heat,2.18,High wet-bulb heat hazard (2.2) compounded by high population (2.7M).,Restrict outdoor labour during high wet-bulb days; deploy mobile health units with IV fluids.,2672709,213818,0.894,83.3,25.6
706,Pudukkottai,Tamil Nadu,2.61,wet-bulb heat,2.14,High wet-bulb heat hazard (2.1) compounded by poor sanitation (55%) and high population (3.0M).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,2981982,208739,0.843,55.2,111.3
707,Wayanad,Kerala,2.58,flood,2.07,High flood hazard (2.1) compounded by high population (1.1M).,Prioritise flood early warning for dense settlements; child-safe evacuation points.,1137089,73911,0.969,97.6,12.9
708,Chikkaballapura,Karnataka,2.57,wet-bulb heat,2.1,High wet-bulb heat hazard (2.1) compounded by high population (1.8M).,Restrict outdoor labour during high wet-bulb days; deploy mobile health units with IV fluids.,1789493,141790,0.902,84.9,10.9
709,Chitradurga,Karnataka,2.47,wet-bulb heat,1.99,High wet-bulb heat hazard (2.0) compounded by poor sanitation (63%) and high population (2.8M).,Restrict outdoor labour on high wet-bulb days; mobile health units; community awareness.,2758951,220717,0.844,63.1,20.3
710,Sivaganga,Tamil Nadu,2.39,wet-bulb heat,1.66,High wet-bulb heat hazard (1.7) compounded by high population (2.1M).,Restrict outdoor labour during high wet-bulb days; deploy mobile health units with IV fluids.,2130501,149136,0.899,74.4,98.1
711,Siang,Arunachal Pradesh,2.32,cold wave,0.67,High cold wave hazard (0.7).,Distribute blankets and warm clothing; open night shelters; ensure hot water supply.,66828,6349,0.891,91.2,0.0
712,West Siang,Arunachal Pradesh,2.32,cold wave,0.79,High cold wave hazard (0.8).,Distribute blankets and warm clothing; open night shelters; ensure hot water supply.,38075,3617,0.866,87.7,0.0
713,Tirunelveli,Tamil Nadu,2.3,flood,1.23,High flood hazard (1.2) compounded by high population (2.8M).,Prioritise flood early warning for dense settlements; child-safe evacuation points.,2788808,189147,0.919,79.8,50.0
